Timestamp,Data
2025-02-22 15:15:33,Gyroscope: X: 10640.00 Y: 6790.00 Z: -10762.50
2025-02-22 15:15:34,934
2025-02-22 15:15:34,Accelerometer: X: 973.93 Y: -237.66 Z: -26.47
2025-02-22 15:15:34,Gyroscope: X: -10797.50 Y: -11392.50 Z: -507.50
2025-02-22 15:15:35,934
2025-02-22 15:15:35,Accelerometer: X: 972.95 Y: -240.58 Z: 31.84
2025-02-22 15:15:35,Gyroscope: X: 2502.50 Y: -17780.00 Z: 5565.00
2025-02-22 15:15:36,935
2025-02-22 15:15:36,Accelerometer: X: 958.68 Y: -270.84 Z: 172.87
2025-02-22 15:15:37,Gyroscope: X: 1172.50 Y: 8400.00 Z: -6982.50
2025-02-22 15:15:38,934
2025-02-22 15:15:39,Accelerometer: X: 979.66 Y: -195.69 Z: 130.54
2025-02-22 15:15:40,Gyroscope: X: -157.50 Y: -2257.50 Z: 192.50
2025-02-22 15:15:40,933
2025-02-22 15:15:40,Accelerometer: X: 984.17 Y: -189.71 Z: 94.92
2025-02-22 15:15:41,Gyroscope: X: 1120.00 Y: 1557.50 Z: 560.00
2025-02-22 15:15:41,24
2025-02-22 15:15:41,Accelerometer: X: 984.78 Y: -191.30 Z: 81.50
2025-02-22 15:15:42,Gyroscope: X: 227.50 Y: 560.00 Z: 525.00
2025-02-22 15:15:42,23
2025-02-22 15:15:42,Accelerometer: X: 890.84 Y: -255.83 Z: 351.12
2025-02-22 15:15:43,Gyroscope: X: 9415.00 Y: -8330.00 Z: 1207.50
2025-02-22 15:15:43,22
2025-02-22 15:15:44,Accelerometer: X: 868.64 Y: -271.08 Z: 451.77
2025-02-22 15:15:44,Gyroscope: X: -7717.50 Y: -31360.00 Z: -1120.00
2025-02-22 15:15:44,53
2025-02-22 15:15:45,Accelerometer: X: 921.47 Y: -271.69 Z: 316.22
2025-02-22 15:15:45,Gyroscope: X: 6982.50 Y: 34090.00 Z: 2292.50
2025-02-22 15:15:45,23
2025-02-22 15:15:46,Accelerometer: X: 913.41 Y: -256.08 Z: 360.39
2025-02-22 15:15:46,Gyroscope: X: -1610.00 Y: -8190.00 Z: -1312.50
2025-02-22 15:15:47,933
2025-02-22 15:15:48,Accelerometer: X: 960.75 Y: -276.33 Z: 119.80
2025-02-22 15:15:48,Gyroscope: X: -3500.00 Y: -15172.50 Z: -5827.50
2025-02-22 15:15:49,934
2025-02-22 15:15:49,Accelerometer: X: 963.92 Y: -270.84 Z: 66.61
2025-02-22 15:15:50,Gyroscope: X: 5740.00 Y: -11480.00 Z: 2642.50
2025-02-22 15:15:50,934
2025-02-22 15:15:51,Accelerometer: X: 954.65 Y: -305.12 Z: 101.87
2025-02-22 15:15:52,Gyroscope: X: -2345.00 Y: -4480.00 Z: -4917.50
2025-02-22 15:15:52,22
2025-02-22 15:15:53,Accelerometer: X: 972.34 Y: -262.79 Z: -12.32
2025-02-22 15:15:54,Gyroscope: X: 560.00 Y: 5302.50 Z: 315.00
2025-02-22 15:15:55,934
2025-02-22 15:15:55,Accelerometer: X: 981.49 Y: -218.38 Z: 21.23
2025-02-22 15:15:56,Gyroscope: X: -385.00 Y: -157.50 Z: 910.00
2025-02-22 15:15:57,934
2025-02-22 15:15:57,Accelerometer: X: 980.88 Y: -219.11 Z: 17.69
2025-02-22 15:15:58,Gyroscope: X: 17.50 Y: -1102.50 Z: 1032.50
2025-02-22 15:15:59,935
2025-02-22 15:16:00,Accelerometer: X: 952.58 Y: -177.14 Z: -208.62
2025-02-22 15:16:00,Gyroscope: X: -910.00 Y: -30730.00 Z: -16310.00
2025-02-22 15:16:00,934
2025-02-22 15:16:01,Accelerometer: X: 778.12 Y: -37.82 Z: -619.27
2025-02-22 15:16:01,Gyroscope: X: 9030.00 Y: 40635.00 Z: 14175.00
2025-02-22 15:16:01,934
2025-02-22 15:16:02,Accelerometer: X: 807.52 Y: -90.52 Z: -565.84
2025-02-22 15:16:02,Gyroscope: X: 997.50 Y: -10220.00 Z: 4375.00
2025-02-22 15:16:02,933
2025-02-22 15:16:03,Accelerometer: X: 751.40 Y: -109.31 Z: -630.62
2025-02-22 15:16:03,Gyroscope: X: -612.50 Y: -2572.50 Z: 1312.50
2025-02-22 15:16:03,933
2025-02-22 15:16:04,Accelerometer: X: 750.79 Y: -109.07 Z: -632.94
2025-02-22 15:16:04,Gyroscope: X: 8382.50 Y: 31360.00 Z: 2782.50
2025-02-22 15:16:04,933
2025-02-22 15:16:04,Accelerometer: X: 959.16 Y: -268.77 Z: 184.22
2025-02-22 15:16:05,Gyroscope: X: 27580.00 Y: 34807.50 Z: -2327.50
2025-02-22 15:16:05,934
2025-02-22 15:16:05,Accelerometer: X: -83.81 Y: -846.31 Z: -262.91
2025-02-22 15:16:06,Gyroscope: X: -25305.00 Y: -10640.00 Z: -1190.00
2025-02-22 15:16:06,933
2025-02-22 15:16:06,Accelerometer: X: 167.38 Y: -779.21 Z: -356.36
2025-02-22 15:16:07,Gyroscope: X: -78242.50 Y: 32550.00 Z: -3097.50
2025-02-22 15:16:07,933
2025-02-22 15:16:07,Accelerometer: X: 637.21 Y: -420.66 Z: 720.04
2025-02-22 15:16:08,Gyroscope: X: 27335.00 Y: 68285.00 Z: 10062.50
2025-02-22 15:16:08,934
2025-02-22 15:16:08,Accelerometer: X: 977.46 Y: -231.80 Z: 29.77
2025-02-22 15:16:08,Gyroscope: X: 1750.00 Y: -962.50 Z: -3080.00
2025-02-22 15:16:09,934
2025-02-22 15:16:09,Accelerometer: X: 985.15 Y: -201.30 Z: 9.27
2025-02-22 15:16:09,Gyroscope: X: 560.00 Y: 4305.00 Z: 2450.00
2025-02-22 15:16:10,934
2025-02-22 15:16:10,Accelerometer: X: 983.32 Y: -210.21 Z: 28.43
2025-02-22 15:16:10,Gyroscope: X: -17.50 Y: 420.00 Z: 280.00
2025-02-22 15:16:11,935
2025-02-22 15:16:11,Accelerometer: X: 983.93 Y: -208.50 Z: 26.84
2025-02-22 15:16:11,Gyroscope: X: 4550.00 Y: 3885.00 Z: 1960.00
2025-02-22 15:16:11,933
2025-02-22 15:16:12,Accelerometer: X: 984.42 Y: -205.94 Z: 28.79
2025-02-22 15:16:12,Gyroscope: X: -70.00 Y: 297.50 Z: -140.00
2025-02-22 15:16:12,933
2025-02-22 15:16:12,Accelerometer: X: 986.00 Y: -197.15 Z: 12.93
2025-02-22 15:16:13,Gyroscope: X: -980.00 Y: 1487.50 Z: 332.50
2025-02-22 15:16:13,933
2025-02-22 15:16:13,Accelerometer: X: 990.88 Y: -158.84 Z: -20.50
2025-02-22 15:16:14,Gyroscope: X: -10622.50 Y: -11497.50 Z: -11515.00
2025-02-22 15:16:14,933
2025-02-22 15:16:14,Accelerometer: X: 990.15 Y: -85.03 Z: -117.61
2025-02-22 15:16:14,Gyroscope: X: -6737.50 Y: -3167.50 Z: -3045.00
2025-02-22 15:16:15,934
2025-02-22 15:16:15,Accelerometer: X: 988.93 Y: -35.01 Z: -133.96
2025-02-22 15:16:15,Gyroscope: X: -12565.00 Y: -4480.00 Z: -3727.50
2025-02-22 15:16:16,935
2025-02-22 15:16:16,Accelerometer: X: 991.86 Y: -30.99 Z: -126.39
2025-02-22 15:16:16,Gyroscope: X: -245.00 Y: -385.00 Z: -1785.00
2025-02-22 15:16:17,934
2025-02-22 15:16:17,Accelerometer: X: 992.84 Y: -10.74 Z: -125.66
2025-02-22 15:16:17,Gyroscope: X: -5250.00 Y: 4270.00 Z: 1960.00
2025-02-22 15:16:17,935
2025-02-22 15:16:18,Accelerometer: X: 998.45 Y: -53.19 Z: -66.86
2025-02-22 15:16:18,Gyroscope: X: -332.50 Y: -2537.50 Z: -1155.00
2025-02-22 15:16:18,933
2025-02-22 15:16:19,Accelerometer: X: 999.67 Y: -67.34 Z: -68.69
2025-02-22 15:16:19,Gyroscope: X: 8645.00 Y: 13772.50 Z: 3885.00
2025-02-22 15:16:19,932
2025-02-22 15:16:20,Accelerometer: X: 267.67 Y: -120.78 Z: 955.50
2025-02-22 15:16:20,Gyroscope: X: -7822.50 Y: 7770.00 Z: -4532.50
2025-02-22 15:16:20,933
2025-02-22 15:16:21,Accelerometer: X: 108.70 Y: -599.39 Z: -350.87
2025-02-22 15:16:21,Gyroscope: X: -70245.00 Y: -21665.00 Z: -560.00
2025-02-22 15:16:21,934
2025-02-22 15:16:22,Accelerometer: X: -34.89 Y: -595.12 Z: -613.66
2025-02-22 15:16:22,Gyroscope: X: 207865.00 Y: 17500.00 Z: 8680.00
2025-02-22 15:16:22,933
2025-02-22 15:16:22,Accelerometer: X: -122.61 Y: 659.29 Z: 782.26
2025-02-22 15:16:23,Gyroscope: X: -38272.50 Y: 30397.50 Z: 18445.00
2025-02-22 15:16:23,934
2025-02-22 15:16:23,Accelerometer: X: -263.52 Y: 41.11 Z: 930.13
2025-02-22 15:16:24,Gyroscope: X: -107432.50 Y: -146895.00 Z: 22172.50
2025-02-22 15:16:24,934
2025-02-22 15:16:24,Accelerometer: X: -82.59 Y: -326.96 Z: 951.48
2025-02-22 15:16:25,Gyroscope: X: 4970.00 Y: 14262.50 Z: -28017.50
2025-02-22 15:16:25,934
2025-02-22 15:16:25,Accelerometer: X: -53.92 Y: -152.01 Z: 981.12
2025-02-22 15:16:26,Gyroscope: X: -49297.50 Y: 46060.00 Z: 17360.00
2025-02-22 15:16:26,933
2025-02-22 15:16:26,Accelerometer: X: 137.62 Y: -162.87 Z: 992.35
2025-02-22 15:16:27,Gyroscope: X: 20212.50 Y: -29137.50 Z: -5897.50
2025-02-22 15:16:27,933
2025-02-22 15:16:27,Accelerometer: X: 214.23 Y: -88.45 Z: 991.49
2025-02-22 15:16:28,Gyroscope: X: -76562.50 Y: 24395.00 Z: -16537.50
2025-02-22 15:16:28,386
2025-02-22 15:16:28,Accelerometer: X: 66.49 Y: 61.00 Z: 1013.45
2025-02-22 15:16:29,Gyroscope: X: 560.00 Y: 2590.00 Z: -262.50
2025-02-22 15:16:29,934
2025-02-22 15:16:29,Accelerometer: X: 33.43 Y: 77.59 Z: 1015.41
2025-02-22 15:16:30,Gyroscope: X: -1102.50 Y: 157.50 Z: 157.50
2025-02-22 15:16:30,23
2025-02-22 15:16:30,Accelerometer: X: 56.12 Y: 75.40 Z: 1015.16
2025-02-22 15:16:31,Gyroscope: X: 1872.50 Y: 1872.50 Z: -332.50
2025-02-22 15:16:31,23
2025-02-22 15:16:31,Accelerometer: X: 52.58 Y: 82.35 Z: 1014.31
2025-02-22 15:16:32,Gyroscope: X: 367.50 Y: -175.00 Z: 35.00
2025-02-22 15:16:32,23
2025-02-22 15:16:32,Accelerometer: X: 54.17 Y: 84.18 Z: 1014.31
2025-02-22 15:16:33,Gyroscope: X: 262.50 Y: -175.00 Z: 472.50
2025-02-22 15:16:33,23
2025-02-22 15:16:33,Accelerometer: X: 51.97 Y: 85.28 Z: 1014.43
2025-02-22 15:16:33,Gyroscope: X: 455.00 Y: -630.00 Z: 157.50
